App ID,App Name,Category,Rating,Reviews,Installs,Free,Price,Released,Last Updated,Developer,In-App Purchases,Last_Updated_Was_Missing,App_Age_Days,Price_Tier,Popularity_Tier
com.squareenixmontreal.hitmansniperandroid,Hitman Sniper,Action,4.5,2100000,100000000,TRUE,0.0,2015-03-05,2026-07-18,Square Enix Ltd,TRUE,FALSE,4163,Free,Mega Hit (10M+)
com.zitga.stickman.legends,Stickman Legends: Offline Games,Action,4.5,1800000,100000000,TRUE,0.0,2018-11-20,2026-07-24,ZITGA,TRUE,FALSE,2808,Free,Mega Hit (10M+)
com.Zonmob.ShadowofDeath.FightingGames,Shadow of Death: Dark Knight,Action,4.6,560000,10000000,TRUE,0.0,2017-09-11,2026-07-26,Brave HK Limited,TRUE,FALSE,3244,Free,Mega Hit (10M+)
com.zipangames.evertale,Evertale,Role Playing,4.3,450000,10000000,TRUE,0.0,2019-02-21,2026-07-25,ZigZaGame Inc.,TRUE,FALSE,2715,Free,Mega Hit (10M+)
com.fungames.shadowknight,Shadow Knight: Ninja Fighting,Action,4.5,890000,50000000,TRUE,0.0,2019-08-15,2026-07-27,Fungames,TRUE,FALSE,2540,Free,Mega Hit (10M+)
com.survival.liveordie,Live or Die: Survival Pro,Action,4.4,320000,10000000,TRUE,0.0,2017-05-10,2026-07-21,Survival Games,TRUE,FALSE,3367,Free,Mega Hit (10M+)
com.robtopx.geometryjump,Geometry Dash,Arcade,4.5,6200000,100000000,FALSE,2.99,2013-08-13,2026-07-15,RobTop Games,FALSE,FALSE,4733,$1-$5,Mega Hit (10M+)
com.trueaxis.trueskate,True Skate,Sports,4.4,1100000,50000000,FALSE,1.99,2012-10-18,2026-07-19,True Axis,TRUE,FALSE,5032,$1-$5,Mega Hit (10M+)
com.halfbrick.fruitninjaclassic,Fruit Ninja Classic,Arcade,4.5,3800000,100000000,FALSE,1.99,2010-09-21,2026-07-14,Halfbrick Studios,FALSE,FALSE,5789,$1-$5,Mega Hit (10M+)
com.dreamsky.leagueofstickman,League of Stickman 2020 - Ninja,Action,4.3,1500000,50000000,TRUE,0.0,2015-07-22,2026-07-23,Dreamsky,TRUE,FALSE,4024,Free,Mega Hit (10M+)
com.imcrazy.empiwarrior,Empire Warrior: Tower Defense,Strategy,4.4,85000,5000000,TRUE,0.0,2021-03-15,2026-07-20,IMCrazy,TRUE,FALSE,1962,Free,Very Popular (1M-10M)
com.einnovation.temu,Temu: Shop Like a Billionaire,Shopping,4.4,12000000,1000000000,TRUE,0.0,2022-08-25,2026-07-28,Temu,TRUE,FALSE,1434,Free,Mega Hit (10M+)
com.zzkko,SHEIN-Fashion Shopping Online,Shopping,4.7,10000000,1000000000,TRUE,0.0,2014-03-18,2026-07-27,ROADGET BUSINESS PTE. LTD.,TRUE,FALSE,4515,Free,Mega Hit (10M+)
com.miniclip.eightballpool,8 Ball Pool,Sports,4.7,31000000,1000000000,TRUE,0.0,2013-01-23,2026-07-26,Miniclip.com,TRUE,FALSE,4935,Free,Mega Hit (10M+)
com.ril.ajio,AJIO Online Shopping App,Shopping,4.4,6000000,100000000,TRUE,0.0,2016-08-31,2026-07-25,Reliance Retail Ltd,FALSE,FALSE,3619,Free,Mega Hit (10M+)
com.adobe.reader,Adobe Acrobat Reader: Edit PDF,Productivity,4.4,7700000,500000000,TRUE,0.0,2010-05-24,2026-07-24,Adobe,TRUE,FALSE,5909,Free,Mega Hit (10M+)
com.adobe.scan.android,Adobe Scan: PDF Scanner OCR,Business,4.5,3000000,100000000,TRUE,0.0,2017-05-31,2026-07-26,Adobe,TRUE,FALSE,3346,Free,Mega Hit (10M+)
com.alibaba.aliexpresshd,AliExpress - Shopping App,Shopping,4.3,16000000,500000000,TRUE,0.0,2012-09-27,2026-07-28,Alibaba Mobile,FALSE,FALSE,5053,Free,Mega Hit (10M+)
com.alibaba.intl.android.apps.poseidon,Alibaba.com - B2B marketplace,Shopping,4.3,3000000,500000000,TRUE,0.0,2012-10-17,2026-07-27,Alibaba Mobile,FALSE,FALSE,5033,Free,Mega Hit (10M+)
com.rovio.angrybirds,Angry Birds Classic,Arcade,4.4,5000000,500000000,TRUE,0.0,2010-12-11,2026-07-25,Rovio Entertainment Corporation,TRUE,FALSE,5678,Free,Mega Hit (10M+)
com.google.android.calculator,Calculator,Tools,4.0,780000,1000000000,TRUE,0.0,2016-03-30,2026-07-28,Google LLC,FALSE,FALSE,3773,Free,Mega Hit (10M+)
com.piriform.ccleaner,CCleaner: Phone Cleaner & Boost,Tools,4.3,1500000,100000000,TRUE,0.0,2014-08-25,2026-07-26,Piriform,TRUE,FALSE,4355,Free,Mega Hit (10M+)
com.android.chrome,Google Chrome: Fast & Secure,Communication,4.1,48000000,10000000000,TRUE,0.0,2012-02-07,2026-07-28,Google LLC,FALSE,FALSE,5286,Free,Mega Hit (10M+)
com.google.android.gms,Google Play services,Tools,3.8,12000000,10000000000,TRUE,0.0,2012-09-25,2026-07-28,Google LLC,FALSE,FALSE,5055,Free,Mega Hit (10M+)
com.google.android.tts,Speech Services by Google,Tools,3.9,4300000,10000000000,TRUE,0.0,2013-10-10,2026-07-28,Google LLC,FALSE,FALSE,4675,Free,Mega Hit (10M+)
com.facebook.orca,Messenger,Communication,4.7,113000000,5000000000,TRUE,0.0,2014-01-30,2026-07-27,Meta Platforms Inc.,TRUE,FALSE,4563,Free,Mega Hit (10M+)
com.google.android.inputmethod.latin,Gboard - the Google Keyboard,Tools,4.3,15000000,10000000000,TRUE,0.0,2016-05-12,2026-07-26,Google LLC,FALSE,FALSE,3730,Free,Mega Hit (10M+)
com.google.android.apps.tachyon,Google Meet,Communication,4.3,12000000,10000000000,TRUE,0.0,2017-05-18,2026-07-28,Google LLC,FALSE,FALSE,3359,Free,Mega Hit (10M+)
com.google.android.apps.docs,Google Drive,Productivity,4.4,8000000,10000000000,TRUE,0.0,2012-04-24,2026-07-28,Google LLC,TRUE,FALSE,5209,Free,Mega Hit (10M+)
com.sec.spp.push,Samsung Push Service,Tools,3.9,1200000,1000000000,TRUE,0.0,2013-06-15,2026-07-25,Samsung Electronics Co. Ltd.,FALSE,FALSE,4791,Free,Mega Hit (10M+)
com.google.android.videos,Google TV,Video Players & Editors,3.9,2800000,10000000000,TRUE,0.0,2011-06-03,2026-07-28,Google LLC,TRUE,FALSE,5535,Free,Mega Hit (10M+)
com.mxtech.videoplayer.ad,MX Player,Video Players & Editors,4.2,14000000,1000000000,TRUE,0.0,2011-07-18,2026-07-28,MX Media,TRUE,FALSE,5489,Free,Mega Hit (10M+)
com.skype.raider,Skype,Communication,4.2,11000000,1000000000,TRUE,0.0,2010-10-05,2026-07-27,Microsoft Corporation,TRUE,FALSE,5775,Free,Mega Hit (10M+)
com.google.android.apps.nbu.files,Files by Google,Tools,4.5,8900000,5000000000,TRUE,0.0,2017-12-01,2026-07-28,Google LLC,FALSE,FALSE,3163,Free,Mega Hit (10M+)
com.microsoft.office.excel,Microsoft Excel: Spreadsheets,Productivity,4.7,4000000,1000000000,TRUE,0.0,2014-06-24,2026-07-26,Microsoft Corporation,TRUE,FALSE,4415,Free,Mega Hit (10M+)
com.alphainventor.filemanager,File Manager,Tools,4.5,2500000,100000000,TRUE,0.0,2015-08-10,2026-07-25,Alpha Inventor,FALSE,FALSE,4005,Free,Mega Hit (10M+)
com.microsoft.office.powerpoint,Microsoft PowerPoint,Productivity,4.7,4100000,1000000000,TRUE,0.0,2015-01-06,2026-07-26,Microsoft Corporation,TRUE,FALSE,4222,Free,Mega Hit (10M+)
com.google.android.apps.docs.editors.docs,Google Docs,Productivity,4.7,2000000,1000000000,TRUE,0.0,2014-04-29,2026-07-28,Google LLC,FALSE,FALSE,4473,Free,Mega Hit (10M+)
com.google.ar.lens,Google Lens,Tools,4.7,2800000,1000000000,TRUE,0.0,2018-06-04,2026-07-28,Google LLC,FALSE,FALSE,2977,Free,Mega Hit (10M+)
com.sec.android.app.shealth,Samsung Health,Health & Fitness,3.2,1500000,1000000000,TRUE,0.0,2015-04-07,2026-07-28,Samsung Electronics Co. Ltd.,FALSE,FALSE,4130,Free,Mega Hit (10M+)
com.google.android.ims,Carrier Services,Tools,3.9,1800000,10000000000,TRUE,0.0,2016-08-15,2026-07-28,Google LLC,FALSE,FALSE,3635,Free,Mega Hit (10M+)
com.google.android.apps.docs.editors.sheets,Google Sheets,Productivity,4.7,3000000,1000000000,TRUE,0.0,2014-04-29,2026-07-28,Google LLC,FALSE,FALSE,4473,Free,Mega Hit (10M+)
com.orange.kidspiano.music.songs,Piano Kids - Music & Songs,Music,4.3,720000,100000000,TRUE,0.0,2016-02-02,2026-07-25,Orange Studios Games,TRUE,FALSE,3830,Free,Mega Hit (10M+)
com.openai.chatgpt,ChatGPT,Productivity,4.7,50000000,100000000,TRUE,0.0,2023-07-21,2026-07-28,OpenAI,TRUE,FALSE,1100,Free,Mega Hit (10M+)
com.google.android.apps.bard,Google Gemini,Productivity,4.5,40000000,1000000000,TRUE,0.0,2024-02-05,2026-07-28,Google LLC,FALSE,FALSE,890,Free,Mega Hit (10M+)
com.lemon.lvoverseas,CapCut - Video Editor,Video Players & Editors,4.6,12000000,1000000000,TRUE,0.0,2020-04-10,2026-07-28,Bytedance Pte. Ltd.,TRUE,FALSE,2290,Free,Mega Hit (10M+)
com.instagram.barcelona,Threads,Social,4.0,2500000,500000000,TRUE,0.0,2023-05-01,2026-07-27,Instagram,TRUE,FALSE,1180,Free,Mega Hit (10M+)
com.dts.freefiremax,Free Fire MAX,Action,4.4,31000000,500000000,TRUE,0.0,2021-09-18,2026-07-26,GARENA INTERNATIONAL I,TRUE,FALSE,1770,Free,Mega Hit (10M+)
com.easybrain.arrow.puzzle.game,Arrow Puzzle: Tap Puzzle Games,Puzzle,4.5,980000,50000000,TRUE,0.0,2023-11-14,2026-07-25,Easybrain,TRUE,FALSE,980,Free,Mega Hit (10M+)
com.netshort.abroad,NetShort - Popular Dramas & TV,Entertainment,4.5,1300000,100000000,TRUE,0.0,2024-07-22,2026-07-24,NETSTORY PTE. LTD.,TRUE,FALSE,730,Free,Mega Hit (10M+)
com.newleaf.app.android.victor,ReelShort - Stream Drama & TV,Entertainment,4.0,1750000,100000000,TRUE,0.0,2022-08-10,2026-07-23,NewLeaf Publishing,TRUE,FALSE,1440,Free,Mega Hit (10M+)
com.einnovation.temu,Temu: Shop Like a Billionaire,Shopping,4.4,12000000,1000000000,TRUE,0.0,2022-08-25,2026-07-28,Temu,TRUE,FALSE,1430,Free,Mega Hit (10M+)
com.dramawave.app,DramaWave - Dramas & Reels,Entertainment,4.4,600000,100000000,TRUE,0.0,2024-09-12,2026-07-22,SKYWORK AI PTE.LTD.,TRUE,FALSE,680,Free,Mega Hit (10M+)
com.anthropic.claude,Claude by Anthropic,Productivity,4.4,600000,50000000,TRUE,0.0,2024-07-11,2026-07-21,Anthropic PBC,TRUE,FALSE,740,Free,Mega Hit (10M+)
com.facebook.orca,Messenger,Communication,4.7,113000000,5000000000,TRUE,0.0,2014-01-30,2026-07-27,"Meta Platforms, Inc.",TRUE,FALSE,4560,Free,Mega Hit (10M+)
com.block.juggle,Block Blast!,Puzzle,4.8,5100000,1000000000,TRUE,0.0,2022-09-23,2026-07-26,HungryStudio,TRUE,FALSE,1400,Free,Mega Hit (10M+)
com.soccer.score.star,Soccer Superstar,Sports,4.6,3300000,100000000,TRUE,0.0,2020-09-28,2026-07-25,Real Freestyle Soccer,TRUE,FALSE,2120,Free,Mega Hit (10M+)
com.wejoy.weplay.us,WePlay - Game and Party,Entertainment,4.6,330000,10000000,TRUE,0.0,2021-08-19,2026-07-24,WEJOY Pte. Ltd.,TRUE,FALSE,1800,Free,Very Popular (1M-10M)
com.king.candycrushsodasaga,Candy Crush Soda Saga,Casual,4.5,8800000,500000000,TRUE,0.0,2014-11-11,2026-07-23,King,TRUE,FALSE,4270,Free,Mega Hit (10M+)
com.ludo.king,Ludo King®,Board,4.1,10200000,1000000000,TRUE,0.0,2016-12-17,2026-07-22,Gametion,TRUE,FALSE,3510,Free,Mega Hit (10M+)
com.miniclip.eightballpool,8 Ball Pool,Sports,4.7,31500000,1000000000,TRUE,0.0,2013-01-23,2026-07-21,Miniclip.com,TRUE,FALSE,4930,Free,Mega Hit (10M+)
com.playrix.township,Township,Casual,4.6,12700000,500000000,TRUE,0.0,2013-11-08,2026-07-20,Playrix,TRUE,FALSE,4650,Free,Mega Hit (10M+)
com.playrix.homescapes,Homescapes,Casual,4.7,13300000,500000000,TRUE,0.0,2017-09-19,2026-07-19,Playrix,TRUE,FALSE,3230,Free,Mega Hit (10M+)
com.playrix.gardenscapes,Gardenscapes,Casual,4.7,13200000,500000000,TRUE,0.0,2016-08-24,2026-07-18,Playrix,TRUE,FALSE,3620,Free,Mega Hit (10M+)
com.scopely.monopolygo,MONOPOLY GO!,Board,4.5,3100000,100000000,TRUE,0.0,2023-04-11,2026-07-17,Scopely,TRUE,FALSE,1190,Free,Mega Hit (10M+)
com.kitkagames.fallbuddies,Stumble Guys,Action,4.7,6700000,100000000,TRUE,0.0,2020-09-24,2026-07-16,Scopely,TRUE,FALSE,2130,Free,Mega Hit (10M+)
com.robtopx.geometryjumplite,Geometry Dash Lite,Arcade,4.4,7700000,500000000,TRUE,0.0,2013-09-15,2026-07-15,RobTop Games,FALSE,FALSE,4700,Free,Mega Hit (10M+)
com.nintendo.zara,Super Mario Run,Action,3.8,1660000,100000000,TRUE,0.0,2017-03-22,2026-07-14,"Nintendo Co., Ltd.",TRUE,FALSE,3410,Free,Mega Hit (10M+)
com.generagames.resistance,Cover Fire: Offline Shooting,Action,4.6,2500000,100000000,TRUE,0.0,2017-03-30,2026-07-13,Viva Games Studios,TRUE,FALSE,3400,Free,Mega Hit (10M+)
com.bandainamcogames.dbzdokkanww,DRAGON BALL Z DOKKAN BATTLE,Action,4.5,1290000,50000000,TRUE,0.0,2015-07-15,2026-07-12,Bandai Namco Entertainment Inc.,TRUE,FALSE,4030,Free,Mega Hit (10M+)
com.madfingergames.deadtrigger2,Dead Trigger 2 FPS Zombie Game,Action,4.4,3240000,100000000,TRUE,0.0,2013-10-23,2026-07-11,Deca_Games,TRUE,FALSE,4650,Free,Mega Hit (10M+)
com.nekki.shadowfight3,Shadow Fight 3 - RPG fighting,Role Playing,4.5,4490000,100000000,TRUE,0.0,2017-11-16,2026-07-10,NEKKI,TRUE,FALSE,3180,Free,Mega Hit (10M+)
com.igg.android.lordsmobile,Lords Mobile: Kingdom Wars,Strategy,4.4,9160000,500000000,TRUE,0.0,2016-03-21,2026-07-09,IGG.COM,TRUE,FALSE,3780,Free,Mega Hit (10M+)
com.dts.freefireth,Free Fire: 9th Anniversary,Action,4.34,129137487,1000000000,TRUE,0.0,2017-12-07,2026-07-15,GARENA INTERNATIONAL I,TRUE,FALSE,3143,Free,Mega Hit (10M+)
com.roblox.client,Roblox,Adventure,4.20,50382870,1000000000,TRUE,0.0,2014-07-15,2026-07-20,Roblox Corporation,TRUE,FALSE,4388,Free,Mega Hit (10M+)
com.king.candycrushsodasaga,Candy Crush Soda Saga,Casual,4.58,8860363,500000000,TRUE,0.0,2014-11-11,2026-07-16,King,TRUE,FALSE,4275,Free,Mega Hit (10M+)
com.block.juggle,Block Blast!,Puzzle,4.85,5116641,1000000000,TRUE,0.0,2022-09-23,2026-07-25,HungryStudio,TRUE,FALSE,1401,Free,Mega Hit (10M+)
com.king.candycrushsaga,Candy Crush Saga,Casual,4.63,38918697,1000000000,TRUE,0.0,2012-11-15,2026-07-17,King,TRUE,FALSE,4994,Free,Mega Hit (10M+)
com.fungames.sniper3d,Sniper 3D：Gun Shooting Games,Action,4.60,18261558,500000000,TRUE,0.0,2014-11-13,2026-07-18,Wildlife Studios,TRUE,FALSE,4275,Free,Mega Hit (10M+)
com.JindoBlu.OfflineGames,Offline Games - No Wifi Games,Casual,4.60,475835,100000000,TRUE,0.0,2023-08-04,2026-07-14,JindoBlu,TRUE,FALSE,1090,Free,Mega Hit (10M+)
com.dreamgames.royalmatch,Royal Match,Puzzle,4.64,10547870,100000000,TRUE,0.0,2021-02-25,2026-07-10,Dream Games Ltd.,TRUE,FALSE,1980,Free,Mega Hit (10M+)
com.miniclip.eightballpool,8 Ball Pool,Sports,4.79,31552502,1000000000,TRUE,0.0,2013-01-23,2026-07-12,Miniclip.com,TRUE,FALSE,4926,Free,Mega Hit (10M+)
com.tencent.ig,PUBG MOBILE,Action,4.32,48580132,1000000000,TRUE,0.0,2018-03-19,2026-07-09,Level Infinite,TRUE,FALSE,3054,Free,Mega Hit (10M+)
com.firsttouchgames.dls7,Dream League Soccer 2026,Sports,4.47,14462576,100000000,TRUE,0.0,2020-01-14,2026-07-15,First Touch Games Ltd.,TRUE,FALSE,2388,Free,Mega Hit (10M+)
com.ea.gp.fifamobile,EA SPORTS FC Soccer Mobile 26,Sports,4.56,22442190,500000000,TRUE,0.0,2016-10-10,2026-07-08,ELECTRONIC ARTS,TRUE,FALSE,3579,Free,Mega Hit (10M+)
com.supercell.brawlstars,Brawl Stars,Action,4.20,26026884,500000000,TRUE,0.0,2018-12-12,2026-07-11,Supercell,TRUE,FALSE,2786,Free,Mega Hit (10M+)
com.playrix.township,Township,Casual,4.69,12795121,500000000,TRUE,0.0,2013-11-08,2026-07-13,Playrix,TRUE,FALSE,4650,Free,Mega Hit (10M+)
com.supercell.clashofclans,Clash of Clans,Strategy,4.52,61399933,500000000,TRUE,0.0,2013-09-30,2026-07-10,Supercell,TRUE,FALSE,4685,Free,Mega Hit (10M+)
com.innersloth.spacemafia,Among Us,Action,3.92,13633178,500000000,TRUE,0.0,2018-06-15,2026-07-05,Innersloth LLC,TRUE,FALSE,2966,Free,Mega Hit (10M+)
com.ludo.king,Ludo King®,Board,4.14,10291266,1000000000,TRUE,0.0,2016-12-17,2026-07-07,Gametion,TRUE,FALSE,3511,Free,Mega Hit (10M+)
com.activision.callofduty.shooter,Call of Duty®: Mobile,Action,4.26,16535670,100000000,TRUE,0.0,2019-09-30,2026-07-08,Activision Publishing Inc.,TRUE,FALSE,2494,Free,Mega Hit (10M+)
com.rovio.baba,Angry Birds 2,Casual,4.10,6307260,100000000,TRUE,0.0,2015-07-23,2026-07-14,Rovio Entertainment Oy,TRUE,FALSE,4019,Free,Mega Hit (10M+)
com.chess,Chess - Play and Learn Online,Board,4.69,3282662,100000000,TRUE,0.0,2010-02-01,2026-07-16,Chess.com,TRUE,FALSE,6009,Free,Mega Hit (10M+)
com.scopely.monopolygo,MONOPOLY GO!,Board,4.60,3195131,100000000,TRUE,0.0,2023-04-11,2026-07-13,Scopely,TRUE,FALSE,1190,Free,Mega Hit (10M+)
com.imangi.templerun2,Temple Run 2: Endless Escape,Action,4.09,9860195,1000000000,TRUE,0.0,2013-01-23,2026-07-11,Imangi Studios,TRUE,FALSE,4926,Free,Mega Hit (10M+)
com.gameloft.android.ANMP.GloftA8HM,Asphalt 8 - Car Racing Game,Racing,4.59,11960885,500000000,TRUE,0.0,2013-08-20,2026-07-09,Gameloft SE,TRUE,FALSE,4726,Free,Mega Hit (10M+)
com.kiloo.subwaysurf,Subway Surfers,Arcade,4.55,41593443,1000000000,TRUE,0.0,2012-09-20,2026-07-12,SYBO Games,TRUE,FALSE,5060,Free,Mega Hit (10M+)
com.robtopx.geometryjumplite,Geometry Dash Lite,Arcade,4.41,7764810,500000000,TRUE,0.0,2013-09-15,2026-07-05,RobTop Games,FALSE,FALSE,4696,Free,Mega Hit (10M+)
com.nintendo.zara,Super Mario Run,Action,3.89,1667624,100000000,TRUE,0.0,2017-03-22,2026-07-07,Nintendo Co. Ltd.,TRUE,FALSE,3416,Free,Mega Hit (10M+)
com.fingersoft.hcr2,Hill Climb Racing 2,Racing,4.47,4705759,100000000,TRUE,0.0,2016-11-27,2026-07-08,Fingersoft,TRUE,FALSE,3531,Free,Mega Hit (10M+)
com.skgames.trafficrider,Traffic Rider,Racing,4.50,8864699,500000000,TRUE,0.0,2016-01-11,2026-07-01,skgames,TRUE,FALSE,3852,Free,Mega Hit (10M+)
com.sega.sonicdash,Sonic Dash Run,Arcade,4.70,6512600,500000000,TRUE,0.0,2013-11-26,2026-07-11,SEGA,TRUE,FALSE,4628,Free,Mega Hit (10M+)
com.youmusic.magictiles,Magic Tiles 3™ - Piano Game,Music,4.59,3494526,500000000,TRUE,0.0,2017-02-
